응답자 ID,Training 선호 스타일,Training 비선호 스타일,Validation 선호 스타일,Validation 비선호 스타일
49878,"W_10952_60_minimal_W_068466.json, T_05422_19_lounge_W_068513.json, T_06185_10_sportivecasual_W_068496.json, T_01998_10_sportivecasual_W_068487.json, T_05489_19_normcore_W_068505.json",,,
66263,"T_07445_60_minimal_W_193091.json, T_05039_50_classic_W_193073.json",,,
17111,W_40322_60_space_W_020572.json,,,
66268,"T_01899_00_metrosexual_M_193120.json, T_09069_10_sportivecasual_M_193113.json, T_04571_90_hiphop_M_193111.json","W_12150_80_bold_M_193135.json, W_25145_70_hippie_M_193134.json",T_06860_10_sportivecasual_M_193138.json,
66271,"T_04029_90_hiphop_M_193161.json, T_15576_10_sportivecasual_M_193183.json, T_04697_90_hiphop_M_193169.json, T_07844_10_sportivecasual_M_193178.json","T_14930_60_mods_M_193190.json, W_25650_00_metrosexual_M_193177.json, T_03699_90_hiphop_M_193200.json",,
66274,"T_09835_10_sportivecasual_W_193219.json, T_12521_19_genderless_W_193228.json","T_04680_90_hiphop_W_193209.json, W_01956_50_feminine_W_193238.json, W_49650_70_hippie_W_193207.json, T_11214_19_normcore_W_193229.json, T_01334_00_ecology_W_193210.json",,
66279,T_02343_60_minimal_W_193304.json,"T_10919_90_kitsch_W_193300.json, T_11792_19_normcore_W_193262.json",,
66280,"W_06213_90_hiphop_M_193323.json, W_06231_90_hiphop_M_193309.json",W_06253_90_hiphop_M_193345.json,T_16960_19_normcore_M_193340.json,W_06214_90_hiphop_M_193316.json
49897,"W_01645_90_hiphop_M_068527.json, W_16219_70_hippie_M_068533.json","W_04251_50_ivy_M_068531.json, W_12480_19_normcore_M_068522.json, W_17796_00_metrosexual_M_068553.json, W_00507_90_hiphop_M_068519.json","W_07077_19_normcore_M_068563.json, W_16219_70_hippie_M_068533.json","W_17796_00_metrosexual_M_068553.json, W_15910_60_mods_M_068516.json"
66283,W_09797_50_ivy_M_193385.json,W_29625_10_sportivecasual_M_193354.json,,
66287,"T_17117_19_normcore_M_193408.json, W_12224_80_bold_M_193412.json, W_12228_80_bold_M_193429.json, W_29620_10_sportivecasual_M_193424.json","W_09833_90_hiphop_M_193422.json, W_09817_90_hiphop_M_193413.json",,
33526,,"T_01116_00_metrosexual_M_058686.json, T_00490_00_metrosexual_M_058671.json",,
66301,,,T_10125_19_lounge_W_193491.json,
66313,"W_12189_60_mods_M_193509.json, T_16247_10_sportivecasual_M_193523.json, T_06735_10_sportivecasual_M_193539.json, T_16023_10_sportivecasual_M_193514.json","W_52526_50_ivy_M_193493.json, W_04237_60_mods_M_193494.json",,W_04237_60_mods_M_193494.json
66315,"T_15283_60_mods_M_193551.json, T_15507_60_mods_M_193566.json",T_00130_50_ivy_M_193542.json,,
66318,"T_13305_10_sportivecasual_W_193681.json, T_04377_00_cityglam_W_193663.json, T_10478_10_sportivecasual_W_193664.json",T_12328_80_powersuit_W_193661.json,T_10768_10_sportivecasual_W_193648.json,
49939,"T_10820_19_normcore_W_068572.json, W_03934_70_hippie_W_068567.json",,,
66325,,W_26316_19_normcore_M_193712.json,,
17174,,"W_03201_50_feminine_W_020632.json, W_03082_50_feminine_W_020615.json",,W_03082_50_feminine_W_020615.json
791,W_30591_50_ivy_M_001804.json,,W_30591_50_ivy_M_001804.json,
17178,W_06573_60_mods_M_020673.json,"W_15207_60_mods_M_020657.json, T_12811_00_metrosexual_M_020693.json, T_06636_10_sportivecasual_M_020658.json, T_04514_90_hiphop_M_020684.json, T_16449_10_sportivecasual_M_020694.json, T_02779_19_normcore_M_020687.json",,
49950,T_14600_19_normcore_W_068630.json,"W_13240_60_space_W_068616.json, T_11985_80_powersuit_W_068659.json, T_09352_90_kitsch_W_068660.json, T_12033_80_powersuit_W_068618.json",,
66335,T_05052_50_classic_W_193769.json,,,
49959,W_00465_50_classic_W_068706.json,W_33026_90_hiphop_W_068694.json,,
66347,"T_07657_00_metrosexual_M_193849.json, W_04234_60_mods_M_193853.json, T_04683_80_bold_M_193847.json",W_10079_60_mods_M_193845.json,,W_10079_60_mods_M_193845.json
66349,,T_12504_80_powersuit_W_193897.json,,
66351,,"W_06287_60_mods_M_193952.json, W_25698_00_metrosexual_M_193973.json, T_02978_19_normcore_M_193958.json",,
49968,"W_10112_50_ivy_M_068731.json, W_02881_10_sportivecasual_M_068729.json, W_06909_50_ivy_M_068723.json, W_06836_00_metrosexual_M_068728.json","W_15974_80_bold_M_068726.json, W_01549_50_ivy_M_068715.json, W_16089_80_bold_M_068718.json, T_15586_80_bold_M_068759.json, T_01606_10_sportivecasual_M_068762.json",W_10112_50_ivy_M_068731.json,W_01549_50_ivy_M_068715.json
49974,,T_01998_10_sportivecasual_W_068787.json,,
66359,"W_00152_50_feminine_W_194091.json, W_03991_60_minimal_W_194109.json, T_07341_10_sportivecasual_W_194105.json","W_04865_50_feminine_W_194116.json, W_57375_90_kitsch_W_194128.json",W_00152_50_feminine_W_194091.json,
66360,"T_06185_10_sportivecasual_W_194172.json, W_03699_50_classic_W_194149.json",,,
33592,,W_47169_70_hippie_W_058698.json,,W_47169_70_hippie_W_058698.json
66366,,"W_15438_70_hippie_M_194243.json, W_06657_60_mods_M_194234.json, W_10816_60_mods_M_194250.json, T_01133_90_hiphop_M_194237.json",,
66368,"T_06883_90_hiphop_W_194270.json, T_07066_19_genderless_W_194306.json",,,
837,"W_25073_90_hiphop_M_001863.json, W_17010_10_sportivecasual_M_001873.json, W_00028_50_ivy_M_001867.json, W_29169_10_sportivecasual_M_001840.json, W_04601_50_ivy_M_001859.json, W_02699_60_mods_M_001868.json, W_00829_10_sportivecasual_M_001848.json, W_31397_19_normcore_M_001858.json, W_28209_10_sportivecasual_M_001865.json, W_01568_19_normcore_M_001874.json, W_01706_90_hiphop_M_001830.json, W_02944_00_metrosexual_M_001839.json, W_32443_70_hippie_M_001869.json, W_28722_10_sportivecasual_M_001832.json, W_24020_60_mods_M_001843.json, W_12821_50_ivy_M_001826.json, W_28211_19_normcore_M_001875.json, W_09157_60_mods_M_001835.json, W_24764_80_bold_M_001870.json, W_12900_60_mods_M_001852.json, W_02897_90_hiphop_M_001855.json, W_29178_90_hiphop_M_001846.json, W_01818_60_mods_M_001827.json, W_01520_50_ivy_M_001851.json, W_17305_70_hippie_M_001828.json","W_32173_19_normcore_M_001841.json, W_17524_00_metrosexual_M_001847.json, W_24549_00_metrosexual_M_001864.json, W_24381_70_hippie_M_001844.json, W_15083_50_ivy_M_001842.json, W_24413_70_hippie_M_001853.json, W_24605_80_bold_M_001845.json, W_12610_00_metrosexual_M_001872.json, W_15661_70_hippie_M_001836.json, W_24845_80_bold_M_001862.json, W_16659_00_metrosexual_M_001831.json, W_29838_10_sportivecasual_M_001850.json, W_33271_10_sportivecasual_M_001857.json, W_25777_00_metrosexual_M_001856.json, W_11107_19_normcore_M_001833.json, W_12695_50_ivy_M_001834.json, W_32287_80_bold_M_001854.json, W_27700_70_hippie_M_001861.json, W_29832_80_bold_M_001829.json, W_27782_90_hiphop_M_001871.json, W_07130_19_normcore_M_001866.json","W_10104_60_mods_M_001860.json, W_00028_50_ivy_M_001867.json, W_00829_10_sportivecasual_M_001848.json, W_06590_90_hiphop_M_001838.json, W_17305_70_hippie_M_001828.json","W_31439_19_normcore_M_001849.json, W_15661_70_hippie_M_001836.json, W_12154_80_bold_M_001837.json, W_27700_70_hippie_M_001861.json"
66375,"T_06540_19_normcore_W_194407.json, T_07098_90_hiphop_W_194378.json",W_19537_60_popart_W_194367.json,W_14572_50_classic_W_194383.json,
66376,"T_07114_90_hiphop_W_194412.json, T_05171_19_normcore_W_194432.json, T_05347_19_lounge_W_194457.json, T_05345_19_normcore_W_194440.json, T_07012_50_classic_W_194449.json",,T_06910_50_classic_W_194433.json,
33609,"W_02428_80_bodyconscious_W_058774.json, W_41537_10_sportivecasual_W_058793.json",,,
66377,T_05250_10_sportivecasual_W_194472.json,W_10701_60_space_W_194492.json,,
66379,W_19067_50_classic_W_194532.json,,,
66380,W_05181_50_feminine_W_194558.json,,"W_10598_60_minimal_W_194584.json, W_05181_50_feminine_W_194558.json",
66381,"T_05775_00_cityglam_W_194629.json, T_02030_19_normcore_W_194648.json",,,
66383,"T_02391_90_kitsch_W_194703.json, T_05628_19_lounge_W_194690.json","W_18694_50_feminine_W_194666.json, T_09479_19_lounge_W_194698.json, T_07043_19_normcore_W_194665.json",,W_10722_60_space_W_194667.json
66386,"T_06916_19_normcore_W_194740.json, W_37160_70_punk_W_194735.json",,,
66388,T_04128_80_bold_M_194776.json,"W_16295_70_hippie_M_194792.json, W_16719_70_hippie_M_194760.json, T_09778_00_metrosexual_M_194771.json",,W_16295_70_hippie_M_194792.json
66389,"T_08913_10_athleisure_W_194813.json, T_08595_10_sportivecasual_W_194854.json",,,
66390,"T_02846_50_classic_W_194881.json, W_48434_10_sportivecasual_W_194863.json",T_08913_10_athleisure_W_194904.json,,
66392,W_37014_60_minimal_W_194949.json,,W_37014_60_minimal_W_194949.json,
66393,T_08691_19_normcore_W_194972.json,T_09962_19_genderless_W_195005.json,,
66394,T_09011_10_sportivecasual_W_195021.json,W_06458_60_minimal_W_195024.json,T_05917_10_sportivecasual_W_195046.json,
66397,"T_09624_19_lounge_W_195064.json, T_05670_19_lounge_W_195105.json, W_00400_60_minimal_W_195099.json",T_12428_19_lounge_W_195106.json,,
66398,"T_01105_50_ivy_M_195148.json, W_24109_60_mods_M_195141.json, T_03984_60_mods_M_195108.json","W_12896_60_mods_M_195156.json, W_17529_70_hippie_M_195117.json, W_16365_70_hippie_M_195134.json, W_15576_70_hippie_M_195125.json, T_03807_90_hiphop_M_195136.json",W_24109_60_mods_M_195141.json,
66399,T_04248_19_normcore_W_195197.json,T_00682_50_classic_W_195173.json,,
66400,,W_30671_70_hippie_W_195217.json,,"W_30671_70_hippie_W_195217.json, T_08886_19_normcore_W_195214.json"
66403,"W_17305_70_hippie_M_195300.json, W_52583_50_ivy_M_195282.json, T_06656_10_sportivecasual_M_195313.json","W_06575_60_mods_M_195324.json, W_00517_70_hippie_M_195309.json, W_24525_70_hippie_M_195284.json",W_17305_70_hippie_M_195300.json,
66405,"W_01462_90_hiphop_M_195341.json, T_15466_00_metrosexual_M_195355.json, T_12345_00_metrosexual_M_195342.json, T_15639_10_sportivecasual_M_195337.json","W_01681_90_hiphop_M_195354.json, T_15645_10_sportivecasual_M_195349.json",,
66407,"W_27619_80_powersuit_W_195423.json, T_01933_10_sportivecasual_W_195467.json",,,
66409,,"W_00272_60_minimal_W_195519.json, W_20551_70_hippie_W_195497.json",,
66412,W_20598_70_military_W_195555.json,,W_20598_70_military_W_195555.json,
66413,"W_01539_60_mods_M_195612.json, W_32407_60_mods_M_195604.json",T_03258_90_hiphop_M_195582.json,"T_01514_50_ivy_M_195603.json, W_32407_60_mods_M_195604.json",
50030,"W_13303_60_minimal_W_068841.json, W_06118_10_athleisure_W_068862.json","W_13519_00_oriental_W_068845.json, W_06105_10_sportivecasual_W_068821.json",,W_13519_00_oriental_W_068845.json
66415,"T_05950_60_mods_M_195679.json, T_17940_19_normcore_M_195718.json","W_29545_90_hiphop_M_195707.json, W_02660_60_mods_M_195687.json, W_15450_00_metrosexual_M_195708.json, W_24448_70_hippie_M_195688.json, W_15457_00_metrosexual_M_195700.json",,W_02660_60_mods_M_195687.json
66416,"W_02047_50_feminine_W_195761.json, W_23519_60_minimal_W_195737.json, T_04245_19_normcore_W_195752.json, T_01687_19_normcore_W_195768.json, T_04308_19_genderless_W_195727.json",T_01413_10_sportivecasual_W_195759.json,W_23519_60_minimal_W_195737.json,
880,W_09760_60_mods_M_001968.json,"W_26487_50_ivy_M_001951.json, W_16057_70_hippie_M_001936.json",,
66417,,"W_07123_70_hippie_M_195772.json, T_01634_19_normcore_M_195777.json",,
66419,"T_02193_19_normcore_M_195841.json, W_06534_60_mods_M_195828.json, T_02140_19_normcore_M_195834.json","T_00038_19_normcore_M_195809.json, T_16702_80_bold_M_195838.json, T_08765_10_sportivecasual_M_195825.json, W_15871_60_mods_M_195796.json, T_01205_60_mods_M_195820.json",,
33652,"T_19359_19_normcore_M_058796.json, T_19511_19_normcore_M_058824.json, T_19502_19_normcore_M_058821.json, T_19510_19_normcore_M_058839.json, T_19522_19_normcore_M_058835.json","T_19374_19_normcore_M_058801.json, T_19512_19_normcore_M_058832.json",,
66421,W_03118_50_feminine_W_195859.json,"T_08104_90_kitsch_W_195888.json, W_03588_60_popart_W_195877.json",,
50038,"W_30290_50_ivy_M_068880.json, W_06287_60_mods_M_068897.json","W_16452_70_hippie_M_068891.json, W_01853_60_mods_M_068890.json, W_24109_60_mods_M_068865.json, W_16154_10_sportivecasual_M_068886.json, W_15219_50_ivy_M_068872.json",W_30290_50_ivy_M_068880.json,"W_16452_70_hippie_M_068891.json, W_01853_60_mods_M_068890.json, W_24109_60_mods_M_068865.json"
66414,"W_05933_60_minimal_W_195637.json, W_10149_50_classic_W_195636.json, T_06553_10_sportivecasual_W_195634.json",,,
66425,W_10816_60_mods_M_195919.json,"W_25553_60_mods_M_195910.json, W_17801_19_normcore_M_195900.json, T_02497_90_hiphop_M_195905.json, W_11052_70_hippie_M_195928.json",,
895,W_09839_10_sportivecasual_M_002023.json,"W_16541_50_ivy_M_001992.json, W_15453_70_hippie_M_001986.json, W_16323_10_sportivecasual_M_001998.json, W_16738_50_ivy_M_002009.json, W_15569_70_hippie_M_001978.json, W_12602_00_metrosexual_M_001981.json, W_16586_00_metrosexual_M_002014.json, W_07184_10_sportivecasual_M_001982.json",,"W_16541_50_ivy_M_001992.json, W_16738_50_ivy_M_002009.json, W_15569_70_hippie_M_001978.json, W_06522_50_ivy_M_001984.json"
66432,,"W_42722_80_powersuit_W_195962.json, W_14259_50_feminine_W_195967.json, T_05816_90_kitsch_W_195988.json",,W_34504_80_bodyconscious_W_195971.json
66434,"T_07840_60_mods_M_196002.json, T_04031_10_sportivecasual_M_196040.json, T_06102_00_metrosexual_M_196014.json","T_02714_19_normcore_M_196000.json, W_00041_70_hippie_M_196028.json, W_31662_70_hippie_M_196020.json",,
66435,"T_04200_10_sportivecasual_M_196081.json, T_03784_90_hiphop_M_196079.json, T_00530_19_normcore_M_196091.json",W_17650_60_mods_M_196068.json,,
66437,"T_03927_90_hiphop_M_196129.json, T_06402_80_bold_M_196136.json","W_02765_70_hippie_M_196127.json, W_32536_70_hippie_M_196110.json, T_03599_60_mods_M_196134.json, T_02891_00_metrosexual_M_196105.json, W_24059_50_ivy_M_196100.json, W_06863_60_mods_M_196109.json",,"W_32536_70_hippie_M_196110.json, W_07187_70_hippie_M_196094.json"
901,,"W_14544_00_cityglam_W_002072.json, W_42244_60_minimal_W_002043.json",,
66440,,"W_51060_50_ivy_M_196175.json, W_26296_70_hippie_M_196185.json, W_10810_60_mods_M_196143.json",,T_01896_19_normcore_M_196149.json
66441,"T_07997_10_sportivecasual_M_196214.json, T_06920_00_metrosexual_M_196222.json","W_09123_60_mods_M_196226.json, W_12635_70_hippie_M_196194.json, T_03285_19_normcore_M_196199.json",,W_12635_70_hippie_M_196194.json
66442,T_04506_90_hiphop_M_196254.json,"W_10079_60_mods_M_196284.json, T_03573_80_bold_M_196245.json, W_07277_60_mods_M_196243.json, W_06676_60_mods_M_196251.json",W_15341_60_mods_M_196276.json,"W_10079_60_mods_M_196284.json, W_34080_70_hippie_M_196252.json"
66443,,"W_00951_70_hippie_M_196294.json, T_04519_90_hiphop_M_196304.json",,W_12599_60_mods_M_196301.json
66445,W_12803_70_hippie_M_196352.json,"T_03405_19_normcore_M_196374.json, W_16659_00_metrosexual_M_196372.json",W_12803_70_hippie_M_196352.json,
911,"T_06259_10_sportivecasual_W_002082.json, T_08589_60_minimal_W_002118.json",,,
66449,T_06426_80_bold_M_196401.json,T_03013_10_sportivecasual_M_196429.json,,
66450,W_15236_60_mods_M_196441.json,,,
66451,,"T_00410_50_ivy_M_196523.json, W_31913_90_hiphop_M_196527.json, W_24084_70_hippie_M_196517.json",,W_31913_90_hiphop_M_196527.json
66452,T_01501_90_hiphop_M_196585.json,"T_00465_10_sportivecasual_M_196579.json, T_03727_80_bold_M_196559.json, W_07277_60_mods_M_196541.json, T_02095_80_bold_M_196568.json, T_02106_10_sportivecasual_M_196562.json, W_02715_70_hippie_M_196567.json",,
66454,T_03663_60_mods_M_196607.json,"W_24013_60_mods_M_196616.json, W_17706_70_hippie_M_196592.json, W_24038_60_mods_M_196624.json",,
66455,T_06040_60_mods_M_196641.json,"W_26967_90_hiphop_M_196644.json, T_07526_00_metrosexual_M_196678.json, W_15442_70_hippie_M_196683.json",,
66466,,"W_04852_50_feminine_W_196698.json, W_04854_50_feminine_W_196690.json",,W_04854_50_feminine_W_196690.json
66469,"W_66161_80_bold_M_196784.json, T_02527_10_sportivecasual_M_196754.json, W_10810_60_mods_M_196764.json, T_00456_10_sportivecasual_M_196762.json, T_02558_19_normcore_M_196780.json, W_55820_90_hiphop_M_196785.json, W_06532_60_mods_M_196766.json, W_58816_00_metrosexual_M_196778.json, W_52231_50_ivy_M_196756.json, W_58066_80_bold_M_196743.json, T_03772_90_hiphop_M_196769.json, W_12517_70_hippie_M_196767.json, W_53446_80_bold_M_196759.json, T_01322_19_normcore_M_196788.json, W_06657_60_mods_M_196774.json, T_03876_90_hiphop_M_196760.json, W_00486_60_mods_M_196789.json, T_01883_10_sportivecasual_M_196771.json, W_51180_00_metrosexual_M_196786.json, W_51186_50_ivy_M_196781.json, W_51577_50_ivy_M_196773.json, W_56363_10_sportivecasual_M_196779.json, W_51362_50_ivy_M_196748.json, W_63686_10_sportivecasual_M_196746.json, W_59268_70_hippie_M_196750.json, T_00588_10_sportivecasual_M_196787.json","W_55616_80_bold_M_196776.json, W_24630_19_normcore_M_196747.json, W_52198_19_normcore_M_196763.json, T_07605_00_metrosexual_M_196745.json, T_06076_60_mods_M_196741.json, T_02958_19_normcore_M_196755.json, W_57318_80_bold_M_196751.json, W_55609_90_hiphop_M_196777.json, W_53078_19_normcore_M_196772.json, W_15861_60_mods_M_196757.json, W_55375_90_hiphop_M_196744.json, W_51757_50_ivy_M_196740.json, W_28177_70_hippie_M_196742.json, W_24914_70_hippie_M_196758.json, W_07277_60_mods_M_196782.json, W_59490_00_metrosexual_M_196761.json","W_53808_80_bold_M_196768.json, T_01123_90_hiphop_M_196752.json, T_00456_10_sportivecasual_M_196762.json, W_52231_50_ivy_M_196756.json, T_01514_50_ivy_M_196765.json, W_12517_70_hippie_M_196767.json, W_53446_80_bold_M_196759.json, W_52417_00_metrosexual_M_196753.json, W_51577_50_ivy_M_196773.json, T_07990_60_mods_M_196749.json","W_24647_70_hippie_M_196783.json, W_24553_70_hippie_M_196775.json, W_58887_00_metrosexual_M_196770.json"
66470,,"W_24361_60_mods_M_196791.json, W_17944_70_hippie_M_196808.json",,W_17944_70_hippie_M_196808.json
66471,"W_17414_70_hippie_M_196850.json, W_15157_60_mods_M_196857.json",W_02834_60_mods_M_196849.json,"W_17414_70_hippie_M_196850.json, W_33006_60_mods_M_196841.json",
50093,"T_04409_19_lounge_W_068987.json, W_02391_50_feminine_W_068988.json","T_02814_19_normcore_W_069012.json, T_07001_19_genderless_W_068986.json",,"W_33876_60_popart_W_068997.json, W_37491_70_military_W_069006.json"
17326,,W_52526_50_ivy_M_020761.json,,
66482,"W_06676_60_mods_M_196924.json, T_05948_80_bold_M_196926.json",W_15565_70_hippie_M_196933.json,,
50099,"W_24717_60_mods_M_069022.json, W_12896_60_mods_M_069053.json, T_08773_10_sportivecasual_M_069042.json, W_15766_00_metrosexual_M_069041.json","T_03043_60_mods_M_069030.json, T_07245_10_sportivecasual_M_069054.json, W_02742_60_mods_M_069014.json","W_24717_60_mods_M_069022.json, W_15766_00_metrosexual_M_069041.json",
66485,"T_00776_50_classic_W_196973.json, T_15738_19_normcore_W_196980.json, T_05469_50_classic_W_196965.json","T_10075_10_sportivecasual_W_196971.json, T_01911_19_lounge_W_196964.json",,
66486,,"T_00034_19_normcore_M_197022.json, W_15389_60_mods_M_197007.json, W_28177_70_hippie_M_197000.json, W_00474_60_mods_M_197039.json, T_06439_10_sportivecasual_M_197012.json",,
66487,T_07613_00_metrosexual_M_197061.json,,,
66488,"T_07840_60_mods_M_197088.json, T_01509_10_sportivecasual_M_197134.json","W_31662_70_hippie_M_197122.json, W_52526_50_ivy_M_197087.json, W_24590_60_mods_M_197129.json, T_03890_90_hiphop_M_197124.json, W_10087_70_hippie_M_197097.json",,W_24590_60_mods_M_197129.json
66493,"T_00486_50_ivy_M_197228.json, W_09758_60_mods_M_197229.json, W_15465_70_hippie_M_197214.json",W_24914_70_hippie_M_197230.json,,
66494,"T_07415_90_hiphop_W_197257.json, T_05034_19_normcore_W_197260.json",T_05407_50_classic_W_197237.json,,
66495,T_07277_80_powersuit_W_197306.json,"W_05254_90_hiphop_W_197332.json, T_07290_19_normcore_W_197327.json",,
66496,"T_03007_10_sportivecasual_M_197376.json, T_06759_60_mods_M_197354.json","W_12902_70_hippie_M_197339.json, W_04408_60_mods_M_197363.json, W_15661_70_hippie_M_197347.json",,W_15661_70_hippie_M_197347.json
66499,T_05163_10_athleisure_W_197426.json,,,
66500,"T_04661_19_normcore_W_197477.json, T_09945_19_genderless_W_197461.json, W_10149_50_classic_W_197470.json","T_01804_90_grunge_W_197449.json, W_40322_60_space_W_197486.json, T_01367_00_ecology_W_197483.json, T_08042_10_sportivecasual_W_197468.json",,
17349,"W_07099_50_ivy_M_020882.json, W_16352_00_metrosexual_M_020871.json, W_00023_60_mods_M_020858.json, W_01520_50_ivy_M_020841.json, W_15359_50_ivy_M_020849.json","W_16299_10_sportivecasual_M_020863.json, W_16150_50_ivy_M_020866.json, W_15259_60_mods_M_020842.json, W_16281_70_hippie_M_020851.json, W_15441_00_metrosexual_M_020854.json","W_07099_50_ivy_M_020882.json, W_07238_90_hiphop_M_020886.json","W_16281_70_hippie_M_020851.json, W_10783_50_ivy_M_020857.json"
