?‘ë‹µ??ë²ˆí˜¸,?‘ë‹µ??ID,Training ?¤í???? í˜¸,Training ?¤í???ë¹„ì„ ??Validation ?¤í???? í˜¸,Validation ?¤í???ë¹„ì„ ??0,
264,,W_15207_60_mods_M.jpg              ,W_12124_80_bold_M.jpg              ,                                   ,                                   
265,,W_17476_60_mods_M.jpg              ,W_06894_19_normcore_M.jpg          ,                                   ,                                   
266,,W_05909_10_sportivecasual_M.jpg    ,W_06563_70_hippie_M.jpg            ,                                   ,                                   
267,,W_03000_19_normcore_M.jpg          ,W_02840_19_normcore_M.jpg          ,                                   ,                                   
268,,W_01610_90_hiphop_M.jpg            ,W_15486_00_metrosexual_M.jpg       ,                                   ,                                   
269,,W_06817_19_normcore_M.jpg          ,W_16502_90_hiphop_M.jpg            ,                                   ,                                   
270,,W_04733_90_hiphop_M.jpg            ,W_04208_50_ivy_M.jpg               ,                                   ,                                   
271,,W_09785_19_normcore_M.jpg          ,W_17288_19_normcore_M.jpg          ,                                   ,                                   
272,,W_10112_50_ivy_M.jpg               ,W_04526_00_metrosexual_M.jpg       ,                                   ,                                   
273,,                                   ,W_12298_70_hippie_M.jpg            ,                                   ,                                   
274,,                                   ,W_04286_70_hippie_M.jpg            ,                                   ,                                   
275,,                                   ,W_16716_00_metrosexual_M.jpg       ,                                   ,                                   
276,,                                   ,W_04655_10_sportivecasual_M.jpg    ,                                   ,                                   
277,,                                   ,W_16832_60_mods_M.jpg              ,                                   ,                                   
278,,                                   ,W_11067_00_metrosexual_M.jpg       ,                                   ,                                   
279,,                                   ,W_15942_80_bold_M.jpg              ,                                   ,                                   
280,,                                   ,W_12393_50_ivy_M.jpg               ,                                   ,                                   
281,64223,W_32136_50_ivy_M.jpg               ,W_17777_19_normcore_M.jpg          ,W_32136_50_ivy_M.jpg               ,W_02816_60_mods_M.jpg              
282,,W_24100_60_mods_M.jpg              ,W_12119_80_bold_M.jpg              ,W_00117_19_normcore_M.jpg          ,W_02736_60_mods_M.jpg              
283,,W_06814_60_mods_M.jpg              ,W_28992_90_hiphop_M.jpg            ,W_06814_60_mods_M.jpg              ,W_26324_70_hippie_M.jpg            
284,,W_04537_19_normcore_M.jpg          ,W_12084_80_bold_M.jpg              ,W_12668_10_sportivecasual_M.jpg    ,W_15381_80_bold_M.jpg              
285,,W_10826_60_mods_M.jpg              ,W_16069_00_metrosexual_M.jpg       ,W_17796_00_metrosexual_M.jpg       ,W_32407_60_mods_M.jpg              
286,,W_17796_00_metrosexual_M.jpg       ,W_06507_50_ivy_M.jpg               ,W_28719_10_sportivecasual_M.jpg    ,W_11024_70_hippie_M.jpg            
287,,W_16223_80_bold_M.jpg              ,W_32994_10_sportivecasual_M.jpg    ,                                   ,                                   
288,,W_09259_90_hiphop_M.jpg            ,W_02816_60_mods_M.jpg              ,                                   ,                                   
289,,W_06631_19_normcore_M.jpg          ,W_25421_90_hiphop_M.jpg            ,                                   ,                                   
290,,W_06798_00_metrosexual_M.jpg       ,W_26292_90_hiphop_M.jpg            ,                                   ,                                   
291,,W_32045_50_ivy_M.jpg               ,W_25748_90_hiphop_M.jpg            ,                                   ,                                   
292,,W_32500_19_normcore_M.jpg          ,W_25080_70_hippie_M.jpg            ,                                   ,                                   
293,,W_01617_19_normcore_M.jpg          ,W_02736_60_mods_M.jpg              ,                                   ,                                   
294,,                                   ,W_27848_50_ivy_M.jpg               ,                                   ,                                   
295,,                                   ,W_26324_70_hippie_M.jpg            ,                                   ,                                   
296,,                                   ,W_02715_70_hippie_M.jpg            ,                                   ,                                   
297,,                                   ,W_07324_50_ivy_M.jpg               ,                                   ,                                   
298,,                                   ,W_24725_00_metrosexual_M.jpg       ,                                   ,                                   
299,,                                   ,W_24627_80_bold_M.jpg              ,                                   ,                                   
300,,                                   ,W_11112_00_metrosexual_M.jpg       ,                                   ,                                   
301,,                                   ,W_15815_70_hippie_M.jpg            ,                                   ,                                   
